上架日期,申請人數,公司名稱,description,縣市,職稱,工作編號,經度,緯度,major,學歷要求,是否遠距,薪資下限,是否積極徵才,員工人數,搜尋關鍵字,薪資是否為面議,是否要求特定major,八大產業,公司規模,工作經驗,專長工具
20250714,15,永慶房產集團_永慶房屋仲介股份有限公司,"1.蒐集結構化與非結構化資料, 進行萃取、清理、探勘與分析。
2.建置機器學習模型，將該流程佈署於系統或平台上。
3.模型效果監控與系統優化維護
4.持續研究大數據應用與AI技術趨勢，評估導入可能性。",台北市,AI數據工程師.,11886662,25.0300998,121.5491618,"['統計學相關', '資訊管理相關', '數學及電算機科學學科類']",大學,無遠距,40000,1,3000,數據工程,0,1,服務與專業顧問業,大型,不拘,"Python, MS SQL"
20250714,14,Shoalter Technology Ltd. (Member of HKTV Grp.) _英屬維京群島商易貿創投有限公司台灣分公司,"【公司與集團】
Shoalter Technology Limited ／易貿創投有限公司台灣分公司是香港上市公司HKTV (HKSE 1137)的全資子公司，主要為世界各地客戶提供電商軟體雲服務。HKTV的另一全資子公司HKTVmall是香港電商領導者，2020財政年度銷售金額240億台幣。

建基於香港的成功商業模式及經驗，我們2020在台北設立了軟體研發中心，開發和完善的電子商務應用平台提供給客戶。你將會參與不同產品的軟體與服務之分析、設計、開發及測試。我們將員工視為「內部的貴賓」且能在跨部門的溝通中培養釐清問題以及解決問題能力，並且營造部門內相互學習的風氣，與更精進自我的學習態度，期望能與員工共同成長以達成永續經營的發展模式。

【工作內容】
‧ 從商品描述等專業資料中解析提取商品評價、商品否定詞等關鍵訊息，應用於電商的導購和成交等關鍵環節
‧ 負責電商搜索等關鍵場景的搜索詞解析/成份標註/意圖分類/糾錯改寫等算法工作
‧ 從具體的場景和問題出發，運用自然語言處理相關技術進行建立模組與分析
‧ 使用NLP和知識圖譜的前沿技術，識別用戶搜索喜好，提高搜索準確度
",台北市,數據工程師 NLP Programmer,12486050,25.0564442,121.5485702,[],碩士,無遠距,40000,1,150,數據工程,1,0,資訊科技業,中型,1年以上,"Java, Python, Scala"
20250716,10,緯謙科技股份有限公司,"針對內部的資料平台，透過Azure雲端與地端環境方案，撰寫Python、SQL、Scala、R語言，進行資料的處理與開發
工作內容包含: 
1. 資料需求釐清: 根據內部需求進行相關資料的了解、協助釐清資料需求、盤點建立metadata、與最終的資料驗證。
2. 資料管道開發: 針對資料導入建置data pipeline進行ETL處理、並根據資料需求端的業務邏輯撰寫處理程式。
3. 平台維運處理: 監控資料的穩定性、處理資料同步異常等維運議題。
4. 雲端與專案工具: 主要應用Azure雲平台架構進行開發，並透過Azure DevOps進行專案開發管理。
",新北市,資料工程師 Data Engineer_汐止,14091768,25.0605179,121.647472,['數學及電算機科學學科類'],大學,無遠距,40000,1,,數據工程,1,1,資訊科技業,未知,3年以上,"Microsoft Azure, Power BI​, Word, PowerPoint, Outlook, Excel, Microsoft SharePoint, Microsoft Exchange, MySQL, MS SQL, Scala, R, Python"
20250717,3,永豐商業銀行股份有限公司,"1. 資料倉儲：SQL SERVER資料庫倉儲、規劃、管理和維運。
2. 資料處理：結構與非結構資料清理與整合，設計並維護 ETL 流程，確保分析資料處理與應用效能。
3. 資料治理：資料庫權限規劃及管理、資料綱要與資料字典維護。
4. 資料自動化：因應業務需求支援各類型來源資料串接、資料處理，完善資料倉儲。
5. 資料排程：SQL SERVER、AIRFLOW資料排程。
6. 資料視覺：Dashboard開發，分析銀行營運資料中的趨勢、異常值和模式。",台北市,數位金融處-資料工程專業人員,13796279,25.047094,121.5426978,[],大學,無遠距,40000,0,6500,數據工程,1,0,金融與保險業,大型,2年以上,"Python, ETL, MS SQL, Excel, Tableau, Power BI​"
20250716,6,台灣百應生物科技股份有限公司,"<職務內容>

- 設計與開發資料處理系統並撰寫相關文件
- 設計資料庫 schema 
- 開發Restful API (需與前端工程師協作, 實作出data pipeline相關dashboard所用到的API)
- 提升軟體系統品質（包括但",台北市,Data Engineer / 資料工程師,14388975,25.013113,121.5292664,[],專科,無遠距,40000,0,35,數據工程,1,0,製造業,小型,3年以上,
20250718,11,中國信託商業銀行股份有限公司,"1. 負責需求分析與流程規劃，洞察潛在關鍵應用或數據，並運用內外部數據進行前期探索分析及策略建議。
2. 負責梳理並規劃機器學習研發資料庫架構，建立數據品質流程管理與維護計畫，掌握數據產品策略及生命週期。
3. 能將數據應用產品轉化為需求文件、系",台北市,科技金融_資料工程師,11911036,25.0591684,121.6155071,"['數學及電算機科學學科類', '資訊工程相關', '數理統計相關']",碩士,無遠距,40000,0,25000,數據工程,1,1,金融與保險業,大型,3年以上,"Python, MySQL, hadoop, Hive"
20250711,5,英屬開曼群島商萬里雲互聯股份有限公司台灣分公司,"【職務說明】
        我們正在尋找一位具備高度專業技能的資深資料工程師，加入我們快速成長的資料與AI解決方案團隊。此角色將負責設計並交付可擴展的資料平台、建置資料管道，並推動雲端環境下的分析應用落地。
        理想人選需具備深厚的",台北市,(資深)資料工程師 (Senior)Data Engineer,14613638,25.0342539,121.5611116,[],大學,無遠距,40000,1,200,數據工程,1,0,資訊科技業,大型,5年以上,"Cloud, hadoop, Tableau, ETL, Python"
20250715,7,股感資訊股份有限公司,"【工作內容】
此職缺會協同數位前端工程師、後端工程師、資料工程師與架構師共同規劃與打造多種不同的系統：行為數據平台（Python + Django）、電商網站（PHP + Laravel）、學習平台（PHP + Laravel）、會員管理系統（",台北市,"Software Engineer, Data 資料工程師【聯想感】",14179897,25.0580934,121.5484515,[],高中,無遠距,50000,0,55,數據工程,0,0,資訊科技業,中型,1年以上,"Github, Git, Python, ETL, Informatica, MySQL, PostgreSQL, RDBMS"
20250718,12,鴻準精密工業股份有限公司,"1. 建置並維運美國廠智慧製造平台所需的Data Pipeline與數據平台架構。
2. 與MES、PLC設備、IoT感測器、ERP等資料源串接，實作數據採集、整合。
3. 支援生產單位進行資料探索、製程異常分析與AI建模用資料。







",新北市,大數據分析與開發工程師,14608332,24.968371,121.438034,"['電機電子工程相關', '工業工程相關', '資訊管理相關']",大學,無遠距,40000,1,450,數據工程,1,1,製造業,大型,3年以上,"MES, PLC, IoT"
20250715,7,潮網科技股份有限公司,"機」四步驟協助企業以系統化、結構化方式引流獲客，進而主動出擊開創商源，搭配專屬客戶成功服務團隊，協助企業高效率開拓商機。

作為 資料工程師   你/妳將會負責：
1. 資料平台與管道建置：
設計、建置及維護資料管道與平台，並透過雲端服務（如",台北市,(研發一部)資料工程師,14546875,25.0337947,121.5075521,[],大學,無遠距,40000,0,130,數據工程,1,0,資訊科技業,中型,不拘,"Git, Python, Cloud, MySQL, PostgreSQL, HTML, JavaScript, CSS, Node.js, ReactJS, VueJS, Angular, Scrum"
20250708,12,國泰金控_國泰金融控股股份有限公司,"[工作內容]
職務包含但不限於以下內容
- 基於 Python 語言之產品開發，推廣及後續維護
- Docker/Kubernetes 相關技術應用研發
- 雲端技術應用及研究
- 創新資料科學工程架構研究及開發
- 大數據專案開發實作
",台北市,"資料科學工程師 (Data Engineer) -- 資料科學實驗室 (數數發中心,DDT)_I00018190",14276495,25.0409201,121.5720055,[],不拘,無遠距,40000,0,800,數據工程,1,0,金融與保險業,大型,不拘,
20250701,3,國泰金控_國泰金融控股股份有限公司,"[主要任務]
1. 參與雲端數據架構發展規劃，設計資料處理、儲存、分析架構，以符合數據科學、數據分析等發展			
2. 負責地端數據轉換雲端ETL Pipeline開發與維護、DevOps開發與維護
3. 負責雲端數據平台穩定及架構精進，以利數據",台北市,"(雲端)數據工程師 - 數據科技 (數數發中心, DDT)_I00014635",13805033,25.0409201,121.5720055,[],不拘,無遠距,40000,1,800,數據工程,1,0,金融與保險業,大型,1年以上,
20250701,2,精藤股份有限公司,"資料科學家(AI工程師)之職務內容如下：
1. AI模型研發、測試、開發、應用導入評估
2. LLM、語音、多模態相關應用研發及生成內容評估
3. Fine-tuning、Inference、RAG、AI Agent等API開發
4. 維護既有系統",台北市,資料科學家(AI工程師)-AI系統二team【全家便利商店關係企業】,14500916,25.0560312,121.5230029,"['應用數學相關', '統計學相關', '資訊管理相關']",大學,無遠距,40000,1,170,數據工程,1,1,資訊科技業,中型,3年以上,"Python, Git"
20250714,12,軒郁國際股份有限公司,"【工作內容與技能】
1. 資料中台專案：參與公司資料倉儲（Data Warehouse）、數據中台建置專案
2. 數據處理與數據管道：負責ETL 流程與數據管道與外部協力廠商合作釐清需求、設計資料流架構與驗證 ETL 資料品質
3. 平台管理：負",台北市,數據應用工程師/數據分析師/數據科學家,14649247,25.058795,121.5444173,[],專科,無遠距,40000,1,157,數據工程,1,0,批發與零售業,中型,3年以上,"MS SQL, Python, R, ETL"
20250704,5,宇清數位智慧股份有限公司,"產品資料處理、資料架構開發、維護以及監控機制
 4. 協助專案產品的導入與開發、以及相關的推廣與後續維護
 5. 與演算法工程師及專案經理合作，依專案需求整合資料格式",新竹市,資料工程師,12064077,24.7790671,121.0206907,[],大學,無遠距,40000,1,28,數據工程,1,0,資訊科技業,小型,3年以上,"MS SQL, MySQL, Oracle, PL/SQL, PostgreSQL"
20250717,7,國泰世華商業銀行股份有限公司,"1.數據介接、清洗、處理與數據模型的程式開發
2.網路爬蟲、數據工程 API 程式撰寫
3.與數據分析師合作，進行機器學習、深度學習與統計分析模型的維運化程式開發
4.ETL Pipline 的工具開發與維護
5.協助新系統上線
6.數據工程的自",台北市,"【數位驅動】資料科學工程師 (數數發中心,DDT)_I00021770",14626758,25.0409201,121.5720055,[],不拘,無遠距,40000,1,10000,數據工程,1,0,金融與保險業,大型,不拘,
20250716,25,典通股份有限公司,"1.數據清洗、加工、分類等開發工作，運用數據演算法及工具對數據進行挖掘工作。
2.數據模型的規劃並進行數據分析，支持應用端資料分析與預測。透過機器學習、深度學習、資料探勘、大數據分析等技術建立預測模型，或進行文字探勘、語意分析等任務。
3.參與客",台北市,大數據部門數據工程師,12091810,25.0373206,121.5077808,[],碩士,無遠距,40000,1,,數據工程,1,0,服務與專業顧問業,未知,不拘,"Git, Python, R, MS SQL, MySQL, PostgreSQL, Excel, PowerPoint, Tableau, SAS"
20250717,8,國泰世紀產物保險股份有限公司,"【關於我們】
我們是國泰產險的資料科學（DS）團隊，使命在於持續進化數據應用，創造並釋放數據價值。目前正在藉由數據上雲、數據治理與 AI 技術應用，推動由底層架構到業務應用的全端數據生態建構與 AI 轉型準備。

我們尋找認同以下團隊文化的夥伴：",台北市,"【國泰集團】資料科學工程師 (數據架構工程師) – (數數發中心, DDT)",14589892,25.0317409,121.5492319,[],大學,無遠距,44000,1,2300,數據工程,0,0,金融與保險業,大型,不拘,
20250718,9,55688集團_台灣智慧生活網股份有限公司,"（如 ERP、HR、財會等），以降低人工操作成本與錯誤率。
4. 協助 Google Cloud Platform (GCP) 上的模型部屬作業，包含地到雲 ETL資料流、模型部屬、資源配置、API 建立與監控。
5. 配合數據科學團隊需求，協助",新北市,資料工程師 Data Engineer(大數據發展事業處),14724213,25.0453675,121.468381,[],大學,無遠距,40000,0,165,數據工程,1,0,資訊科技業,中型,1年以上,"Python, MS SQL, Tableau"
20250717,7,亞洲指標數位行銷顧問股份有限公司,"i-Buzz的核心理念是數據推動行銷策略，透過網路語料觀察與混搭資料研究進行開發，提供客戶深化的資料分析結果。另外欲透過自營的數位產品，挖掘使用者的行為數據，提供產品更好的體驗。

職務內容(3成資料分析 &  7成資料工程)如下：

1.",台北市,資料工程師 (Data Engineer),11014602,25.0580197,121.5486774,"['數學及電算機科學學科類', '統計學相關', '資訊管理相關']",碩士,無遠距,39000,1,100,數據工程,0,1,服務與專業顧問業,中型,1年以上,"Linux, Python"
20250714,7,日成科技股份有限公司,"AI工程師/Data Scientist
1. 熟悉machine learning, advanced pattern recognition, data mining, neural logic, and other data",台北市,AI工程師/Data Scientist,13893813,25.0581144715907,121.535802174778,"['資訊工程相關', '應用數學相關', '數理統計相關']",專科,無遠距,40000,1,15,數據工程,0,1,其他,小型,5年以上,"C#, VM, Hive, AutoCad 3D, AutoCad 2D, AutoCAD, Word, Visio, PowerPoint, Outlook, Excel, Adobe Acrobat, DHCP, Python, C++"
20250714,7,雲端達人科技股份有限公司,"1.熟悉資料 ETL 流程的規劃、設計、開發與維護

2.具備 PL/SQL 經驗

3.熟悉Oracle DB

4.具備Trinity經驗(nice to have) 

5.資料品質之監控與管理

6.具有資料分析經驗、細心",台北市,資料工程師 (台北),13557193,25.0656359,121.5259044,"['數學及電算機科學學科類', '資訊管理相關', '統計學相關']",專科,無遠距,40000,0,70,數據工程,1,1,資訊科技業,中型,不拘,"MS SQL, Oracle, PL/SQL"
20250714,6,統一超商股份有限公司," ETL/ELT 流程，提升可靠度。
跨部門協作
● 與資料科學團隊合作，透過 MLOps 支援模型部署與訓練。
● 與行銷、產品、資料科學團隊對接，推動數據驅動專案。
● 具指導初/中階工程師經驗，能主導技術規劃與問題排查。
資料合規
● 設計符合",台北市,統一超商資深資料工程師(客戶資料平台CDP),14606281,25.046869,121.5666629,"['資訊工程相關', '其他數學及電算機科學相關']",大學,無遠距,50000,0,8775,數據工程,0,1,批發與零售業,大型,5年以上,
20250708,6,勢流科技股份有限公司," Oracle），具備數據庫查詢及優化能力。
4.  具備良好的問題解決能力，能夠快速應對技術挑戰。
5.  良好的團隊合作精神及溝通能力。 
6.  能夠適應客戶現場的技術支援工作。
7.  願意主動學習、溝通、處理事件、作事態度積極。
8.",台北市,(SAS 產品) Data Science & AI 工程師,14392774,25.041785,121.579925,"['統計學相關', '應用數學相關', '工業工程相關']",專科,無遠距,40000,1,30,數據工程,1,1,資訊科技業,小型,5年以上,
20250303,5,台北富邦商業銀行股份有限公司,"【職務內容】
1.在Hadoop架構的資料倉儲(Data Warehouse)上建立具備擴充性與高可靠性的資料產品，為數據科學家與業務團隊提供穩健的資料基礎。
2.與數據科學家和業務分析團隊合作，理解需求並提供適用的資料解決方案。
3.設計並構建",台北市,資料工程師,14516807,25.0249441,121.5433783,[],大學,無遠距,40000,1,9471,數據工程,1,0,金融與保險業,大型,2年以上,
20250714,6,鴻海精密工業股份有限公司,"團隊組成 (Team):
前身是提供企業內部資料分析顧問服務以及打造客製化資料系統服務團隊之資料工程部門，擁有多年經驗。目前積極規畫與開發自有的資料處理平台，支撐高自由度、高效能、可靠並可擴展之資料處理/分析流程，解決實務上欲打造一套資料系統的難",高雄市,高雄軟體園區-資料平台開發工程師/資料工程,9206521,22.6053131,120.3003288,"['資訊管理相關', '資訊工程相關', '電機電子工程相關']",碩士,無遠距,40000,0,,數據工程,1,1,製造業,未知,不拘,
20250717,42,LINE TV_巧克科技新媒體股份有限公司,"我們是巧克科技新媒體，負責LINE TV營運，目前我們正積極尋找數據工程師夥伴加入我們團隊；資料團隊目前在 LINE TV 內負責所有跟資料相關的活動，從收集產品資料、分析用戶行為，一直到預測用戶活動等等都屬於資料團隊的管轄。
在這個職位上，你會",台北市,LINE TV 數據工程師 (Data Engineer),12106692,25.061739,121.546874,[],大學,混和,40000,1,,數據工程,1,0,資訊科技業,未知,1年以上,
20250715,12,拍付國際資訊股份有限公司,"【工作職責】

- 開發及維護 ETL 流程，確保數據準確、完整、一致性
- 撰寫及優化 SQL Stored Procedures / Functions，提升數據處理效能
- 設計與維護 Data Warehouse 支援多來源數據整合(",台北市,數據分析工程師 Data Engineer,14718960,25.0284059,121.5491635,[],大學,無遠距,40000,1,,數據工程,1,0,資訊科技業,未知,3年以上,"PostgreSQL, MySQL"
20250717,3,國泰世華商業銀行股份有限公司,"1. 資料工程開發或資料分析之專案規劃、執行、進度追蹤、風險控管及資源協調 
2. 洞悉、分析業務應用需求缺口，依此設計/探詢內外部解決方案
3. 規劃新數據科技解決方案導入以提升各種業務應用效率 (含系統採購行政作業流程、導入後之應用系統維運)",台北市,"【數位驅動】資料科學分析師 - 專案管理 (數數發中心,DDT)_I00009813",13907717,25.0409201,121.5720055,[],不拘,無遠距,40000,0,10000,數據工程,1,0,金融與保險業,大型,不拘,
20250716,10,居家先生股份有限公司,"念
◎適應快節奏環境，能在變動中保持效率與穩定
◎對資料工程與雲端技術具備高度興趣，樂於自我學習與精進
◎有責任感，理解資料安全與隱私的重要性

[必要條件]
◎ 具備至少 1-2 年以上相關經驗 
◎ 熟悉SQL、具備(MySQL、",新北市,資料工程師,14665242,25.0557059,121.4469588,[],大學,混和,40000,1,130,數據工程,0,0,批發與零售業,中型,2年以上,"MySQL, Git, PL/SQL, Linux"
20250718,1,國泰綜合證券股份有限公司,"實務應用
5. 協助企劃、行銷團隊進行數據分析

【需求條件】
1. 資訊工程、資訊管理、財稅金融相關科系畢或具備程式開發工作經驗
2. 具T-SQL語法及Stored Procedure開發經驗 
3. 有開發C#或ASP.Net、Python等",台北市,資料工程專業人員(資料工程部),11538621,25.0219717,121.5491273,"['財稅金融相關', '資訊管理相關']",大學,無遠距,40000,1,1100,數據工程,1,1,金融與保險業,大型,不拘,
20250715,4,鴻佰科技股份有限公司,"團隊組成 :
前身是提供企業內部資料分析顧問服務以及打造客製化資料系統服務團隊之資料工程部門，擁有多年經驗。目前積極規畫與開發自有的資料處理平台，支撐高自由度、高效能、可靠並可擴展之資料處理/分析流程，解決實務上欲打造一套資料系統的難題。

工作",高雄市,高雄軟體園區-資料平台開發工程師/資料工程,12757721,22.6053131,120.3003288,"['資訊管理相關', '資訊工程相關', '電機電子工程相關']",大學,無遠距,40000,0,2000,數據工程,1,1,製造業,大型,不拘,
20250716,6,松凌科技股份有限公司,"...等）
- 依不同經驗及能力來負責系統之分析(SA)、設計(SD)以及程式撰寫(PG)。
- 可獨立或與團隊合作，工作態度積極、負責，能配合公司專案需求至客戶端駐點服務（雙北地區）
工作經驗：
- 一年以上數據中台、倉儲開發經驗

其他條件：",台北市,資料工程師,12193212,25.0424209,121.5121593,[],專科,無遠距,40000,0,60,數據工程,0,0,資訊科技業,中型,不拘,
20250717,16,"替您錄科技股份有限公司(TGC Taiwan, Inc.)","我們正在尋找一位熱情且富有才華的資料工程師，加入我們的團隊，協助解決廣告投遞的資料內容。在這裡有大量的數據供你發揮所長，將學過的知識及方法應用到實務的工作上。

我們希望你具備以下三大特質：
對資料工程領域有強烈興趣和熱情 。
重視團隊合作，具備",台北市,資料工程師 (Data Engineer),14116701,25.0501081,121.5793462,[],專科,無遠距,55000,1,140,數據工程,0,0,服務與專業顧問業,中型,2年以上,"Linux, Git, Python, MySQL, HTML, JavaScript"
20250714,1,鴻華先進科技股份有限公司,"1.	視覺影像分析/視覺影像處理
     a.   視覺影像雜訊處理
     b.   視覺影像強化
     c.   視覺影像特徵分析
     d.   影像壓縮處理
2.	數據統計分析及處理
3.	雷達資料分析及處理(",新北市,感測數據分析工程師-Z02,14552556,24.9768961,121.5507415,"['工程學科類', '資訊工程相關', '通信學類']",大學,無遠距,40000,0,,數據工程,1,1,製造業,未知,5年以上,"Python, OpenCV, C++, C, Matlab"
20250712,4,欣創科技有限公司,"1. 熟悉執行ETL資料轉換作業(Informatica PowerCenter、IBM DataStage、Microsoft SSIS、Trinity等ETL工具)
2. 資料庫安裝、設定及操作實務經驗
3. 具備STORE PROCEDURE開發經驗
4. 對程式開發具有熱情，願意嘗試新技術
5. 良好的溝通與團隊合作開發",台北市,ETL資料工程師,13465084,25.0580307,121.5496183,[],專科,無遠距,40000,1,,數據工程,1,0,資訊科技業,未知,1年以上,"DataStage, ETL, Informatica, MS SQL, MySQL, Oracle, PL/SQL"
20250718,16,叡揚資訊股份有限公司,"我們正在尋找一位對資料有熱情，並具備資料流處理能力的資料工程師，協助我們打造高效、可擴展的資料處理與資料治理平台。主要工作內容包括：

1. 進行資料治理平台之品質檢核規則開發及維護
2. 進行資料品質規則推薦功能之發想及開發
3. 與後端、",台北市,資料工程師(25063001),14715552,25.0669305,121.5250017,[],專科,無遠距,40000,0,800,數據工程,1,0,資訊科技業,大型,不拘,"Linux, Python, MS SQL"
20250711,8,金上晉科技股份有限公司,"1. 跨系統資料梳理及資料倉儲整合(ETL)應用(SSIS、T-SQL、Store Procedure、Python)。
2. SSAS之規劃、設計、分析、維護。
3. 報表規劃及設計 (SSRS 3年以上經驗、Power BI)。
4. 資料分析(銷售、MES、財務...等製造業分析)。
5. MS-SQL資料庫的日常維護與管理(具有優化調校既有的DB 屬性、環境參數、交易語法效能經驗、資料庫備份、備援)。
6. 主管交辦事項。",台北市,[台北] ETL/ 資料分析/ 報表開發/ BI工程師,12534904,25.0387588,121.5662595,"['資訊管理相關', '資訊工程相關', '數理統計相關']",大學,無遠距,40000,1,1700,數據工程,1,1,製造業,大型,3年以上,"ETL, MS SQL, Excel, PowerPoint, Power BI​, 鼎新"
20250717,22,域動行銷股份有限公司,"公司介紹：
域動行銷是中華電信集團轉投資公司之一，成立於2009年，致力於提供創新的數位廣告解決方案，當中包含廣告系統DSP、SSP、CDP、混血數據及廣告聯播網等，我們通過創新的行銷技術解決方案來推動廣告和數據分析的發展，同時專注於行銷科技領域",台北市,【產品處】【數據組DataTeam】資料工程師/數據工程師/Data Engineer,13733804,25.0541591,121.5638621,"['數學及電算機科學學科類', '電機電子工程相關', '統計學相關']",大學,無遠距,40000,0,95,數據工程,1,1,服務與專業顧問業,中型,1年以上,"Linux, Python, ANSI SQL, ETL, MySQL, hadoop, AWS"
20250716,2,安邦生技股份有限公司,"1.	開發與研究新AI技術，提升團隊技術力
2.	進行資料標註與前處理
3.	建立、驗證與發佈機器學習和深度學習模型

",台北市,數據科學處 資深工程師/副理,14332393,25.0484926,121.6118525,"['資訊工程相關', '應用數學相關', '統計學相關']",大學,無遠距,40000,0,37,數據工程,1,1,醫療與健康照護,小型,5年以上,"Github, tensorflow, Python"
20250708,12,國泰金控_國泰金融控股股份有限公司,"(1)	使用已建置數據排程處理系統進行資料導入。
(2)	使用已建置Python 數據處理工具及SQL進行開發。
(3)	Airflow平台管理及日常維運問題處理。
(4)	其他主管交辦事項。

**請同步於 104 及以下職缺連結投遞履歷，可以",台北市,Data Engineer / 資料工程師_I00015989,13803682,25.0689422,121.5909027,[],不拘,無遠距,40000,1,800,數據工程,1,0,金融與保險業,大型,1年以上,
20250717,2,海易科技股份有限公司,"我們的價值主張： 
HAI是Human與AI攜手航向行銷大數據海的艦橋，海易掌握行銷大數據海的「關鍵隱藏資訊」，以驗證近萬次的成功演算法，提供最佳整合行銷地圖，邀您一起加入我們的航行！

Responsibilities:
‧開發及維運資料倉儲系",台北市,資料工程師,12905119,25.058709,121.61331,"['資訊工程相關', '其他數學及電算機科學相關', '統計學相關']",專科,無遠距,45000,0,10,數據工程,0,1,服務與專業顧問業,小型,2年以上,"Linux, Git, Python, MySQL, PostgreSQL"
20250715,8,奕界科技有限公司,"We are a dynamic game development company dedicated to creating engaging and innovative gaming experiences through our proprietary brands. Our primary focus is on integrating our services with third-party operators and platforms, allowing players worldwide to enjoy our games. We are currently expanding our data management capabilities to support our back-office reporting and business analytics.

# Responsibilities
1. Design and implement database architecture utilizing PostgreSQL for transactional data and MongoDB/DynamoDB for session and game round data.
2. Develop and maintain strategies for data lifecycle management, including procedures for migrating data from hot to cold storage.
3. Set up and optimize data warehousing solutions using technologies such as AWS Redshift.
4. Prepare and maintain data structures to support BI initiatives with tools like Tableau.
5. Monitor database performance, troubleshoot issues, and implement optimization strategies to ensure efficiency.
6. Identify and resolve database deadlocks and other performance bottlenecks.
7. Implement high-availability solutions for business-critical databases.
8. Design and maintain robust backup and recovery procedures.
9. Work closely with development teams to optimize database queries and schema designs.
10. Document database architecture, procedures, and best practices for future reference and compliance.

# Qualifications
1. Bachelor's degree in Computer Science, Information Technology, or a related field.
2. 5+ years of experience as a Database Administrator.
3. Strong expertise in PostgreSQL administration, optimization, and SQL query optimization.
4. Experience with NoSQL databases, specifically MongoDB and/or DynamoDB.
5. Proven experience with AWS cloud services, particularly RDS and Redshift.
6. Knowledge of data warehousing concepts, their implementation, and experience with BI tools like Tableau or similar platforms.
7. Strong understanding of database security best practices and experience with database monitoring and alerting tools.
8. Familiarity with Apache Iceberg or other data lake solutions.
9. Understanding of data protection and privacy regulations.
10. Proficiency with automation and scripting for database management tasks.
11. Certification in relevant database technologies.
12. Excellent English communication skills, both written and verbal.
13. Experience in the gaming or iGaming industry is a plus.",台北市,資深資料工程師 / Senior Database Administrator,14382981,25.0384799,121.5323702,"['資訊工程相關', '電機電子工程相關', '其他數學及電算機科學相關']",專科,無遠距,97500,1,50,數據工程,0,1,資訊科技業,中型,5年以上,
20250716,2,數解人意科技股份有限公司,"▋工作描述：
1. 設計與開發可擴展的高速分散式爬蟲系統
2. 處理多種網頁或平台的資料，包含但不限於：社群媒體、影音、新聞、論壇、部落格及內容網站等
3. 維持爬蟲系統運作，排除相關障礙，包括反爬蟲機制的研究及突破
4. 持續優化 Data pipeline 系統之效能、效率及穩定度
5. 與其他夥伴協作，完成 API 開發、資料服務介面與自動化流程
6. 撰寫技術文件與維運手冊，提升團隊知識共享與交接效率
註：雲端平台主要運用 Google Cloud Platform (GCP)產品及服務，部分為 Amazon Web Service (AWS)

▋職位要求：
1. 具 2 年以上運用 Python 的開發經驗，熟悉模組化開發與錯誤處理
2. 具備運用 Python 進行網路爬蟲的經驗，有開發定期/長時間爬蟲經驗為佳
3. 熟悉 HTML/XML、 CSS、Javascript 架構
4. 熟悉 HTTP、Web API 機制
5. 熟悉 SQL 知識及經驗，具備基本資料正規化觀念
6. 熟悉 Git 基本操作、分支管理與協作流程經驗
7. 具備基本全文資料庫基本概念(e.g. Elasticsearch, Solr 等)
",台北市,資料工程師,13179522,25.0521587,121.5423748,[],高中,混和,64167,0,30,數據工程,0,0,資訊科技業,小型,2年以上,Python
20250708,4,國泰金控_國泰金融控股股份有限公司,"[主要任務]
1. 資料倉儲及ETL排程維運與監控： 負責每日ETL作業的健康檢查，確保數據流程穩定運行，並進行異常處理。
2. 資料導入自動化流程的開發與優化： 提升數據導入效率，開發自動化工具，並對現有流程進行持續優化。
3. ETL相關程式",台北市,"數據維運工程師 Data Engineer - 數據科技 (數數發中心, DDT)_I00018292",14289166,25.0409201,121.5720055,[],不拘,無遠距,40000,0,800,數據工程,1,0,金融與保險業,大型,1年以上,
20250717,7,國泰世華商業銀行股份有限公司,"【主要職責 Who we are looking for】 
負責企業資料倉儲之數據管理，包含 : 資料市集設計、海內外倉儲ETL批次之開發/維運/監控、倉儲相關數據整合加值運用與分析，提供高品質與有價值的資料分析應用。 
【職務說明 What",台北市,【數位驅動】資料科學工程師_ 數據管理_I00003122,13888499,25.0409201,121.5720055,['資訊工程相關'],不拘,無遠距,40000,1,10000,數據工程,1,1,金融與保險業,大型,不拘,
20250710,3,聖祐遊戲股份有限公司," 版控模式與工具
- 建置及維運分散式架構及作業系統經驗，如 Hadoop、Spark
- 具備開源框架研究及自行搭建之能力
- 網路爬蟲開發
- 具備遊戲數據分析相關經驗

※ 依工作經驗及能力核敘，能力強者不受此限",新北市,資料工程師,12425982,24.959811,121.421169,"['數理統計相關', '應用數學相關', '資訊工程相關']",專科,無遠距,33000,0,39,數據工程,0,1,資訊科技業,小型,1年以上,"Python, MySQL"
20250717,7,南山產物保險股份有限公司,"1. 企業資料倉儲需求分析及文件撰寫
2. 報表設計開發
3. SAP BW系統維運及優化
",台北市,TA【數據分析工程師】,13343541,25.0457942,121.5179717,"['資訊工程相關', '應用數學相關']",大學,無遠距,40000,1,740,數據工程,1,1,金融與保險業,大型,5年以上,SAP
20250714,2,云智資訊股份有限公司,"1. 3年以上 ETL 相關經驗。
2. 熟悉MS SQL、ETL(會Trinity、Greenplum尤佳)。
3. 具有資料分析經驗、細心、負責。
4. 溝通能力良好，可與 SA/PM 或其他 PG 協力合作。",台北市,資料工程師,12620252,25.0541591,121.5638621,[],專科,無遠距,40000,0,,數據工程,1,0,資訊科技業,未知,3年以上,"ETL, MS SQL"
